"","video_id","cloneset_id","cloneset_video_count","cloneset_scraping_count","capture_time","video_published_date","video_updated_date","video_keyword_count","video_category_count","video_duration","video_viewcount","video_favourite_count","video_rating_count","video_rating_min","video_rating_max","video_rating_average","video_comments_count","like_count","dislike_count","uploader_id","uploader_followers_count","uploader_video_count","uploader_contacts_count","uploader_total_viewcount","uploader_age","max_quality","video_age"
"2998","MA0bfkHs1kc",37,50,2,"2011-05-06T08:11:35-06:00","2008-10-18T00:54:16.000Z","2011-04-26T23:21:42.000Z",11,1,152,3838,3,16,1,5,4.75,19,15,1,"RideTheExpress",482,24,110,924053,26.9357713012809,2,930.30369212963
"2999","mAcWnjB6skA",40,83,0,"2011-01-24T20:47:41-06:00","2010-10-10T21:40:22.000Z","2010-10-11T22:42:00.000Z",46,1,142,58,0.1,1,1,5,5,0.1,1,0.1,"UpToDateTrailers",1,9,0.1,7599,29,2,106.005081018519
"3000","mAcWnjB6skA",40,83,1,"2011-01-31T20:55:40-06:00","2010-10-10T21:40:22.000Z","2010-10-11T22:42:00.000Z",46,1,142,62,0.1,1,1,5,5,0.1,1,0.1,"UpToDateTrailers",1,9,0.1,7867,29,2,113.010625
"3001","mAcWnjB6skA",40,83,2,"2011-02-07T21:00:03-06:00","2010-10-10T21:40:22.000Z","2010-10-11T22:42:00.000Z",46,1,142,62,0.1,1,1,5,5,0.1,1,0.1,"UpToDateTrailers",1,9,0.1,8069,29,2,120.013668981481
"3002","MAjYGdPtCbo",1,42,0,"2010-11-15T08:48:13-06:00","2009-09-16T17:41:05.000Z","2010-11-07T11:36:26.000Z",28,1,106,17964,16,33,1,5,4.151515,57,26,7,"sel0320",10,19,65,35574,23,3,424.67162037037
"3003","MAjYGdPtCbo",1,42,1,"2010-11-22T09:09:58-06:00","2009-09-16T17:41:05.000Z","2010-11-20T17:54:35.000Z",28,1,106,18106,16,33,1,5,4.151515,58,26,7,"sel0320",10,20,65,35891,23,3,431.686724537037
"3004","MAjYGdPtCbo",1,42,2,"2010-12-13T22:21:39-06:00","2009-09-16T17:41:05.000Z","2010-11-20T17:54:35.000Z",28,1,106,18353,16,33,1,5,4.151515,58,26,7,"sel0320",14,24,67,37253,23,3,453.23650462963
"3005","mALzOPdEwVE",25,84,0,"2011-04-21T08:10:52-06:00","2010-02-05T07:39:20.000Z","2011-03-24T08:53:08.000Z",5,1,301,61,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"anantwalake1",0.1,11,0.1,2277,28,1,439.980231481481
"3006","mALzOPdEwVE",25,84,1,"2011-04-28T08:20:38-06:00","2010-02-05T07:39:20.000Z","2011-03-24T08:53:08.000Z",5,1,301,67,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"anantwalake1",0.1,11,0.1,2360,28,1,446.987013888889
"3007","mALzOPdEwVE",25,84,2,"2011-05-05T08:28:28-06:00","2010-02-05T07:39:20.000Z","2011-03-24T08:53:08.000Z",5,1,301,67,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"anantwalake1",0.1,11,0.1,2413,28,1,453.992453703704
"3008","Mbix6FpwfAQ",19,72,0,"2011-02-21T00:03:38-06:00","2010-10-16T17:15:27.000Z","2010-12-22T19:40:10.000Z",1,1,294,1491,1,2,1,5,5,0.1,2,0.1,"26644057",0.1,1,0.1,1491,24,2,127.325127314815
"3009","Mbix6FpwfAQ",19,72,1,"2011-02-28T00:08:03-06:00","2010-10-16T17:15:27.000Z","2010-12-22T19:40:10.000Z",1,1,294,1536,2,2,1,5,5,0.1,2,0.1,"26644057",0.1,1,0.1,1536,24,2,134.328194444444
"3010","Mbix6FpwfAQ",19,72,2,"2011-03-07T00:14:04-06:00","2010-10-16T17:15:27.000Z","2010-12-22T19:40:10.000Z",1,1,294,1571,2,2,1,5,5,0.1,2,0.1,"26644057",0.1,1,0.1,1571,25,2,141.332372685185
"3011","mBKsZSiwhEY",34,30,0,"2010-11-15T08:51:53-06:00","2007-12-05T19:53:19.000Z","2010-09-14T23:54:56.000Z",13,1,125,39468,182,118,1,5,4.8644066,53,114,4,"OneNau",39,10,2,141080,25,1,1075.5406712963
"3012","mBKsZSiwhEY",34,30,1,"2010-11-22T09:13:56-06:00","2007-12-05T19:53:19.000Z","2010-11-22T05:12:30.000Z",13,1,125,39501,183,118,1,5,4.8644066,53,114,4,"OneNau",39,10,2,141391,25,1,1082.5559837963
"3013","mBKsZSiwhEY",34,30,2,"2010-12-13T22:26:04-06:00","2007-12-05T19:53:19.000Z","2010-11-29T18:15:14.000Z",13,1,125,39550,185,119,1,5,4.865546,53,115,4,"OneNau",39,10,2,142197,25,1,1104.10607638889
"3014","mBOYd6Fa8kM",35,37,0,"2011-01-24T00:11:18-06:00","2010-12-20T21:26:32.000Z","2010-12-20T21:27:12.000Z",14,1,151,11,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"nomanomean",4,6,3,6406,16,2,34.1144212962963
"3015","mBOYd6Fa8kM",35,37,1,"2011-01-31T00:14:11-06:00","2010-12-20T21:26:32.000Z","2010-12-20T21:27:12.000Z",14,1,151,13,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"nomanomean",4,6,3,6820,16,2,41.1164236111111
"3016","mBOYd6Fa8kM",35,37,2,"2011-02-07T00:17:12-06:00","2010-12-20T21:26:32.000Z","2010-12-20T21:27:12.000Z",14,1,151,13,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"nomanomean",5,6,3,7321,16,2,48.1185185185185
"3017","mDfEMKaKHJQ",20,99,0,"2011-03-17T00:02:14-06:00","2008-10-19T02:41:56.000Z","2010-09-24T09:45:39.000Z",5,1,199,170,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"jamil4lyfe",10,14,47,6627,30,1,878.930763888889
"3018","mDfEMKaKHJQ",20,99,1,"2011-03-24T00:12:32-06:00","2008-10-19T02:41:56.000Z","2010-09-24T09:45:39.000Z",5,1,199,171,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"jamil4lyfe",10,14,48,6682,30,1,885.937916666667
"3019","mDfEMKaKHJQ",20,99,2,"2011-03-31T00:24:47-06:00","2008-10-19T02:41:56.000Z","2010-09-24T09:45:39.000Z",5,1,199,171,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"jamil4lyfe",10,14,48,6728,30,1,892.904756944444
"3023","MeiHjVF-22g",11,63,0,"2011-02-21T00:09:58-06:00","2010-03-29T16:29:06.000Z","2010-08-26T14:43:17.000Z",3,1,491,102,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"LalMorich",4,63,1,19147,58,3,328.361712962963
"3024","MeiHjVF-22g",11,63,1,"2011-02-28T00:16:55-06:00","2010-03-29T16:29:06.000Z","2010-08-26T14:43:17.000Z",3,1,491,108,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"LalMorich",4,63,1,19900,59,3,335.366539351852
"3025","MeiHjVF-22g",11,63,2,"2011-03-07T00:24:11-06:00","2010-03-29T16:29:06.000Z","2010-08-26T14:43:17.000Z",3,1,491,110,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"LalMorich",4,63,1,20580,59,3,342.371585648148
"3026","Mek-c__13gc",17,33,0,"2011-04-21T00:04:18-06:00","2009-10-29T15:47:45.000Z","2011-04-19T01:19:41.000Z",6,1,300,9931,13,6,1,5,5,2,6,0.1,"karloskhan19",57,274,7,1082216,24,2,538.303159722222
"3027","Mek-c__13gc",17,33,1,"2011-04-28T00:11:02-06:00","2009-10-29T15:47:45.000Z","2011-04-24T02:11:35.000Z",6,1,300,10184,12,6,1,5,5,2,6,0.1,"karloskhan19",57,274,7,1122241,24,2,545.307835648148
"3028","Mek-c__13gc",17,33,2,"2011-05-05T00:14:43-06:00","2009-10-29T15:47:45.000Z","2011-05-01T21:32:56.000Z",6,1,300,10422,12,6,1,5,5,4,6,0.1,"karloskhan19",59,274,7,1161310,24,2,552.310393518518
"3029","MEoec6rv8Zg",16,51,0,"2011-04-12T00:04:20-06:00","2008-06-19T19:50:23.000Z","2011-04-08T19:11:21.000Z",1,1,314,4404,16,13,1,5,5,2,13,0.1,"icenodi",18,9,53,47609,26.9357713012809,2,1026.17635416667
"3030","MEoec6rv8Zg",16,51,1,"2011-04-19T00:11:49-06:00","2008-06-19T19:50:23.000Z","2011-04-13T21:35:27.000Z",1,1,314,4421,15,13,1,5,5,2,13,0.1,"icenodi",18,9,53,47881,26.9357713012809,2,1033.18155092593
"3031","MEoec6rv8Zg",16,51,2,"2011-04-26T00:15:51-06:00","2008-06-19T19:50:23.000Z","2011-04-13T21:35:27.000Z",1,1,314,4451,15,13,1,5,5,2,13,0.1,"icenodi",18,9,53,48170,26.9357713012809,2,1040.18435185185
"3032","MfmMD3eQzH4",44,112,0,"2011-04-12T00:12:29-06:00","2011-03-29T06:51:53.000Z","2011-03-29T07:06:39.000Z",3,1,321,14,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"joolybaba",0.1,42,0.1,823,18,2,13.7226388888889
"3033","MfmMD3eQzH4",44,112,1,"2011-04-19T00:22:15-06:00","2011-03-29T06:51:53.000Z","2011-03-29T07:06:39.000Z",3,1,321,14,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"joolybaba",0.1,48,0.1,1104,18,2,20.7294212962963
"3034","MfmMD3eQzH4",44,112,2,"2011-04-26T00:36:07-06:00","2011-03-29T06:51:53.000Z","2011-03-29T07:06:39.000Z",3,1,321,14,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"joolybaba",0.1,50,0.1,1434,18,2,27.7390509259259
"3035","MgiVQbkZKzo",14,71,0,"2010-12-13T22:44:41-06:00","2010-10-06T16:32:11.000Z","2010-10-06T17:16:17.000Z",10,1,151,13,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"eztok1",1,51,3,4853,20,4,68.3003472222222
"3036","MgiVQbkZKzo",14,71,1,"2010-12-21T22:19:41-06:00","2010-10-06T16:32:11.000Z","2010-10-06T17:16:17.000Z",10,1,151,13,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"eztok1",1,51,3,5476,20,4,76.2829861111111
"3037","MgiVQbkZKzo",14,71,2,"2010-12-29T00:12:11-06:00","2010-10-06T16:32:11.000Z","2010-10-06T17:16:17.000Z",10,1,151,13,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"eztok1",1,53,3,6175,20,4,83.3611111111111
"3038","mhBTvrDGcos",37,50,0,"2011-04-22T08:03:36-06:00","2008-07-30T08:08:39.000Z","2010-07-27T14:41:26.000Z",5,1,144,2185,1,3,1,5,5,0.1,3,0.1,"TheMovieTrailerz",32,18,16,204494,26.9357713012809,2,995.996493055556
"3039","mhBTvrDGcos",37,50,1,"2011-04-29T08:08:40-06:00","2008-07-30T08:08:39.000Z","2010-07-27T14:41:26.000Z",5,1,144,2185,1,3,1,5,5,0.1,3,0.1,"TheMovieTrailerz",32,18,16,207202,26.9357713012809,2,1003.00001157407
"3040","mhBTvrDGcos",37,50,2,"2011-05-06T08:11:59-06:00","2008-07-30T08:08:39.000Z","2010-07-27T14:41:26.000Z",5,1,144,2186,1,3,1,5,5,0.1,3,0.1,"TheMovieTrailerz",32,18,16,209695,26.9357713012809,2,1010.00231481481
"3041","MHZ5CGIdjkw",25,84,0,"2011-04-21T08:08:14-06:00","2007-12-04T03:39:15.000Z","2011-04-06T20:57:17.000Z",5,1,353,3658,16,1,1,5,5,2,1,0.1,"SK25dec",86,45,4,979994,26.9357713012809,1,1234.14512731481
"3042","MHZ5CGIdjkw",25,84,1,"2011-04-28T08:16:12-06:00","2007-12-04T03:39:15.000Z","2011-04-06T20:57:17.000Z",5,1,353,3692,16,1,1,5,5,2,1,0.1,"SK25dec",86,45,4,988033,26.9357713012809,1,1241.15065972222
"3043","MHZ5CGIdjkw",25,84,2,"2011-05-05T08:25:13-06:00","2007-12-04T03:39:15.000Z","2011-04-06T20:57:17.000Z",5,1,353,3702,16,1,1,5,5,2,1,0.1,"SK25dec",87,45,4,996129,26.9357713012809,1,1248.1569212963
"3044","mIDF9my7d5I",39,52,0,"2011-04-13T00:22:45-06:00","2008-08-01T02:21:55.000Z","2011-04-10T05:26:51.000Z",11,1,290,9182,14,7,1,5,5,3,7,0.1,"niinzy",21,27,3,145042,28,2,984.91724537037
"3045","mIDF9my7d5I",39,52,1,"2011-04-20T00:28:41-06:00","2008-08-01T02:21:55.000Z","2011-04-10T05:26:51.000Z",11,1,290,9234,14,7,1,5,5,3,7,0.1,"niinzy",21,27,3,145862,28,2,991.921365740741
"3046","mIDF9my7d5I",39,52,2,"2011-04-27T00:33:40-06:00","2008-08-01T02:21:55.000Z","2011-04-26T05:43:17.000Z",11,1,290,9276,14,7,1,5,5,3,7,0.1,"niinzy",21,27,3,146761,28,2,998.924826388889
"3047","MiORWyOFEFI",13,25,0,"2011-04-21T00:03:36-06:00","2008-11-18T09:43:56.000Z","2011-03-21T09:47:27.000Z",3,1,370,20430,35,15,1,5,5,6,15,0.1,"atozaccount",84,67,9,844163,29,2,883.555324074074
"3048","MiORWyOFEFI",13,25,1,"2011-04-28T00:10:16-06:00","2008-11-18T09:43:56.000Z","2011-04-25T00:03:31.000Z",3,1,370,20558,35,15,1,5,5,6,15,0.1,"atozaccount",86,67,9,857776,29,2,890.559953703704
"3049","MiORWyOFEFI",13,25,2,"2011-05-05T00:13:26-06:00","2008-11-18T09:43:56.000Z","2011-05-04T11:16:20.000Z",3,1,370,20697,35,16,1,5,5,6,16,0.1,"atozaccount",86,67,9,870915,29,2,897.562152777778
"3050","miPv64EV3Bw",44,112,0,"2011-04-12T00:10:09-06:00","2008-10-22T13:07:55.000Z","2011-04-12T02:45:57.000Z",1,1,333,1854069,968,302,1,5,4.4834437,114,263,39,"vanakkammalaysia",114,3,0.1,1859777,28,1,901.459884259259
"3051","miPv64EV3Bw",44,112,1,"2011-04-19T00:22:33-06:00","2008-10-22T13:07:55.000Z","2011-04-17T20:25:40.000Z",1,1,333,1899956,980,309,1,5,4.4822006,117,269,40,"vanakkammalaysia",118,3,0.1,1904661,28,1,908.46849537037
"3052","miPv64EV3Bw",44,112,2,"2011-04-26T00:33:29-06:00","2008-10-22T13:07:55.000Z","2011-04-25T03:50:23.000Z",1,1,333,1945208,988,322,1,5,4.490683,123,281,41,"vanakkammalaysia",125,3,0.1,1949952,28,1,915.476087962963
"3053","misrMpV3m-8",11,63,0,"2011-02-21T00:09:28-06:00","2008-05-23T01:37:29.000Z","2011-02-05T17:56:29.000Z",2,1,525,54786,65,35,1,5,5,11,35,0.1,"acharyamh",6,9,1,60714,26.9357713012809,1,1003.98054398148
"3054","misrMpV3m-8",11,63,1,"2011-02-28T00:15:54-06:00","2008-05-23T01:37:29.000Z","2011-02-23T05:31:59.000Z",2,1,525,55338,65,36,1,5,5,11,36,0.1,"acharyamh",6,9,1,61292,26.9357713012809,1,1010.98501157407
"3055","misrMpV3m-8",11,63,2,"2011-03-07T00:23:18-06:00","2008-05-23T01:37:29.000Z","2011-02-28T15:59:10.000Z",2,1,525,55857,66,37,1,5,5,11,37,0.1,"acharyamh",6,9,1,61844,26.9357713012809,1,1017.99015046296
"3056","mIV6_xXchiw",37,50,0,"2011-04-22T08:01:36-06:00","2009-01-21T22:55:28.000Z","2011-03-11T21:29:12.000Z",4,1,152,261,1,1,1,5,5,0.1,1,0.1,"takuso02",38,113,39,397095,18,5,820.337592592593
"3057","mIV6_xXchiw",37,50,1,"2011-04-29T08:07:40-06:00","2009-01-21T22:55:28.000Z","2011-03-11T21:29:12.000Z",4,1,152,261,1,1,1,5,5,0.1,1,0.1,"takuso02",38,113,39,404500,18,5,827.341805555556
"3058","mIV6_xXchiw",37,50,2,"2011-05-06T08:12:31-06:00","2009-01-21T22:55:28.000Z","2011-03-11T21:29:12.000Z",4,1,152,261,1,1,1,5,5,0.1,1,0.1,"takuso02",39,115,41,411946,18,5,834.345173611111
"3059","mj__37z_4TM",14,71,0,"2010-12-13T22:41:59-06:00","2010-10-11T04:45:11.000Z","2010-10-11T16:09:33.000Z",8,1,148,229,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"TheSocialNetwork1",2,56,0.1,6878,28,2,63.7894444444444
"3060","mj__37z_4TM",14,71,1,"2010-12-21T22:16:51-06:00","2010-10-11T04:45:11.000Z","2010-10-11T16:09:33.000Z",8,1,148,235,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"TheSocialNetwork1",2,56,0.1,7207,28,2,71.7719907407407
"3061","mj__37z_4TM",14,71,2,"2010-12-29T00:09:57-06:00","2010-10-11T04:45:11.000Z","2010-10-11T16:09:33.000Z",8,1,148,237,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"TheSocialNetwork1",2,56,0.1,7453,28,2,78.8505324074074
"3062","mjHIE2GoJZA",25,84,0,"2011-04-21T08:11:09-06:00","2007-08-04T03:56:57.000Z","2010-08-31T08:28:51.000Z",4,1,347,2041,5,0.1,NA,NA,0.1,1,0.1,0.1,"preity210585",0.1,1,1,2041,25,1,1356.17652777778
"3063","mjHIE2GoJZA",25,84,1,"2011-04-28T08:19:07-06:00","2007-08-04T03:56:57.000Z","2010-08-31T08:28:51.000Z",4,1,347,2043,5,0.1,NA,NA,0.1,1,0.1,0.1,"preity210585",0.1,1,1,2043,25,1,1363.18206018519
"3064","mjHIE2GoJZA",25,84,2,"2011-05-05T08:27:00-06:00","2007-08-04T03:56:57.000Z","2010-08-31T08:28:51.000Z",4,1,347,2043,5,0.1,NA,NA,0.1,1,0.1,0.1,"preity210585",0.1,1,1,2043,25,1,1370.18753472222
"3065","MJsvZlq2278",37,50,0,"2011-04-22T08:02:23-06:00","2008-03-28T00:05:02.000Z","2011-04-07T21:01:34.000Z",12,1,153,53022,3,87,1,5,4.816092,105,83,4,"RideTheExpress",483,24,110,923168,26.9357713012809,2,1120.28982638889
"3066","MJsvZlq2278",37,50,1,"2011-04-29T08:07:14-06:00","2008-03-28T00:05:02.000Z","2011-04-07T21:01:34.000Z",12,1,153,53044,3,87,1,5,4.816092,105,83,4,"RideTheExpress",483,24,110,923640,26.9357713012809,2,1127.29319444444
"3067","MJsvZlq2278",37,50,2,"2011-05-06T08:11:38-06:00","2008-03-28T00:05:02.000Z","2011-04-07T21:01:34.000Z",12,1,153,53057,3,87,1,5,4.816092,105,83,4,"RideTheExpress",482,24,110,924053,26.9357713012809,2,1134.29625
"3068","MkOTa6vFGjQ",21,31,0,"2011-04-15T00:05:24-06:00","2011-03-10T10:04:55.000Z","2011-03-10T10:38:55.000Z",1,1,319,7,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"rohanhanumante",0.1,19,0.1,133,26,1,35.5420023148148
"3069","MkOTa6vFGjQ",21,31,1,"2011-04-22T00:11:56-06:00","2011-03-10T10:04:55.000Z","2011-03-10T10:38:55.000Z",1,1,319,8,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"rohanhanumante",0.1,19,0.1,145,26,1,42.5465393518519
"3070","MkOTa6vFGjQ",21,31,2,"2011-04-29T00:18:23-06:00","2011-03-10T10:04:55.000Z","2011-03-10T10:38:55.000Z",1,1,319,9,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"rohanhanumante",0.1,19,0.1,163,26,1,49.5510185185185
"3071","mLPTfDM3LDs",44,112,0,"2011-04-12T00:11:17-06:00","2007-02-24T04:42:50.000Z","2010-11-13T07:45:56.000Z",3,1,324,71870,76,28,1,5,4.142857,12,22,6,"waeshali",4,2,0.1,78869,25,2,1507.76975694444
"3072","mLPTfDM3LDs",44,112,1,"2011-04-19T00:23:06-06:00","2007-02-24T04:42:50.000Z","2010-11-13T07:45:56.000Z",3,1,324,72083,77,28,1,5,4.142857,12,22,6,"waeshali",4,2,0.1,79097,25,2,1514.77796296296
"3073","mLPTfDM3LDs",44,112,2,"2011-04-26T00:38:41-06:00","2007-02-24T04:42:50.000Z","2010-11-13T07:45:56.000Z",3,1,324,72262,77,28,1,5,4.142857,12,22,6,"waeshali",4,2,0.1,79287,25,2,1521.78878472222
"3074","MlQqaMIr4L4",19,72,0,"2011-02-21T00:05:06-06:00","2010-09-21T10:42:36.000Z","2011-02-15T15:18:16.000Z",6,1,291,47451,46,12,1,5,4.6666665,13,10.9999995,1.0000005,"rajubuttcom",4,16,0.1,49050,27,1,152.598958333333
"3075","MlQqaMIr4L4",19,72,1,"2011-02-28T00:11:16-06:00","2010-09-21T10:42:36.000Z","2011-02-15T15:18:16.000Z",6,1,291,49192,50,12,1,5,4.6666665,13,10.9999995,1.0000005,"rajubuttcom",4,16,0.1,50814,27,1,159.603240740741
"3076","MlQqaMIr4L4",19,72,2,"2011-03-07T00:15:24-06:00","2010-09-21T10:42:36.000Z","2011-03-01T14:52:49.000Z",6,1,291,51227,53,13,1,5,4.6923075,14,11.999999375,1.000000625,"rajubuttcom",4,16,0.1,52870,27,1,166.606111111111
"3077","mnvT4B1WrAE",29,45,0,"2011-04-12T00:03:24-06:00","2009-03-30T21:24:33.000Z","2011-04-08T21:33:16.000Z",9,1,261,3818,8,11,1,5,5,5,11,0.1,"fktanik",10,31,8,41703,33,2,742.1103125
"3078","mnvT4B1WrAE",29,45,1,"2011-04-19T00:08:12-06:00","2009-03-30T21:24:33.000Z","2011-04-08T21:33:16.000Z",9,1,261,3908,8,11,1,5,5,5,11,0.1,"fktanik",10,31,8,42281,33,2,749.113645833333
"3079","mnvT4B1WrAE",29,45,2,"2011-04-26T00:14:06-06:00","2009-03-30T21:24:33.000Z","2011-04-22T20:03:18.000Z",9,1,261,3984,8,13,1,5,4.6923075,5,11.999999375,1.000000625,"fktanik",10,34,8,42907,33,2,756.117743055556
"3080","MOr4zlrUzXA",41,67,0,"2011-01-20T00:03:35-06:00","2010-08-17T23:24:42.000Z","2010-08-27T06:30:43.000Z",16,1,127,435,2,0.1,NA,NA,0.1,1,0.1,0.1,"Kosr4m",80,39,32,952053,20,5,155.068668981481
"3081","MOr4zlrUzXA",41,67,1,"2011-01-27T00:09:34-06:00","2010-08-17T23:24:42.000Z","2010-08-27T06:30:43.000Z",16,1,127,437,2,0.1,NA,NA,0.1,1,0.1,0.1,"Kosr4m",80,39,32,968659,20,5,162.072824074074
"3082","MOr4zlrUzXA",41,67,2,"2011-02-03T00:15:41-06:00","2010-08-17T23:24:42.000Z","2010-08-27T06:30:43.000Z",16,1,127,446,2,0.1,NA,NA,0.1,1,0.1,0.1,"Kosr4m",80,40,32,983375,20,5,169.077071759259
"3083","mOxzlrWGS7A",48,57,0,"2011-04-22T08:05:33-06:00","2008-05-04T19:19:03.000Z","2010-09-24T08:49:13.000Z",1,1,311,6281,6,1,1,5,5,0.1,1,0.1,"saamad79",5,8,5,42145,31,1,1082.53229166667
"3084","mOxzlrWGS7A",48,57,1,"2011-04-29T08:12:13-06:00","2008-05-04T19:19:03.000Z","2010-09-24T08:49:13.000Z",1,1,311,6344,6,1,1,5,5,0.1,1,0.1,"saamad79",5,8,5,42458,31,1,1089.5369212963
"3085","mOxzlrWGS7A",48,57,2,"2011-05-06T08:19:13-06:00","2008-05-04T19:19:03.000Z","2010-09-24T08:49:13.000Z",1,1,311,6414,6,1,1,5,5,0.1,1,0.1,"saamad79",5,8,5,42737,31,1,1096.54178240741
"3086","mp8xkEr3uOI",20,99,0,"2011-03-17T00:04:37-06:00","2010-05-31T19:50:36.000Z","2010-09-24T12:53:12.000Z",1,1,181,19,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"subhabrata1992",3,47,5,23244,30,3,289.21806712963
"3087","mp8xkEr3uOI",20,99,1,"2011-03-24T00:16:38-06:00","2010-05-31T19:50:36.000Z","2010-09-24T12:53:12.000Z",1,1,181,20,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"subhabrata1992",3,47,5,23623,30,3,296.226412037037
"3088","mp8xkEr3uOI",20,99,2,"2011-03-31T00:22:06-06:00","2010-05-31T19:50:36.000Z","2010-09-24T12:53:12.000Z",1,1,181,20,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"subhabrata1992",3,47,5,23964,30,3,303.188541666667
"3089","MpbMpkFWnEU",23,65,0,"2011-04-21T08:07:00-06:00","2009-09-01T13:57:15.000Z","2011-04-09T13:15:16.000Z",2,1,287,1503,4,4,1,5,5,1,4,0.1,"mary27khan44bol",3,4,3,5973,29,3,596.756770833333
"3090","MpbMpkFWnEU",23,65,1,"2011-04-28T08:13:33-06:00","2009-09-01T13:57:15.000Z","2011-04-26T12:12:08.000Z",2,1,287,1542,4,4,1,5,5,1,4,0.1,"mary27khan44bol",3,4,3,6052,29,3,603.761319444444
"3091","MpbMpkFWnEU",23,65,2,"2011-05-05T08:20:33-06:00","2009-09-01T13:57:15.000Z","2011-04-26T12:12:08.000Z",2,1,287,1573,4,4,1,5,5,1,4,0.1,"mary27khan44bol",3,4,3,6116,29,3,610.766180555556
"3092","mQ2nqmmqgMo",27,22,0,"2011-03-07T00:26:59-06:00","2010-07-16T19:14:48.000Z","2011-02-26T04:47:21.000Z",10,1,149,3373,10,15,1,5,5,8,15,0.1,"CinemaOfTrailers",7,7,2,8903,16,4,233.258460648148
"3093","mQ2nqmmqgMo",27,22,1,"2011-03-14T00:30:07-06:00","2010-07-16T19:14:48.000Z","2011-02-26T04:47:21.000Z",10,1,149,3484,11,15,1,5,5,8,15,0.1,"CinemaOfTrailers",7,7,2,9339,16,4,240.260636574074
"3094","mQ2nqmmqgMo",27,22,2,"2011-03-21T00:33:21-06:00","2010-07-16T19:14:48.000Z","2011-03-17T05:55:54.000Z",10,1,149,3564,11,16,1,5,5,8,16,0.1,"CinemaOfTrailers",7,7,2,9548,16,4,247.262881944444
"3095","MqLhgH4xZ18",29,45,0,"2011-04-12T00:03:50-06:00","2009-06-16T12:29:44.000Z","2011-04-01T06:35:27.000Z",7,1,298,871,0.1,1,1,5,5,0.1,1,0.1,"Kavintha96",0.1,12,0.1,5475,26.9357713012809,1,664.482013888889
"3096","MqLhgH4xZ18",29,45,1,"2011-04-19T00:07:01-06:00","2009-06-16T12:29:44.000Z","2011-04-01T06:35:27.000Z",7,1,298,927,0.1,1,1,5,5,0.1,1,0.1,"Kavintha96",1,12,0.1,5841,26.9357713012809,1,671.484224537037
"3097","MqLhgH4xZ18",29,45,2,"2011-04-26T00:12:03-06:00","2009-06-16T12:29:44.000Z","2011-04-01T06:35:27.000Z",7,1,298,986,0.1,1,1,5,5,0.1,1,0.1,"Kavintha96",1,12,0.1,6328,26.9357713012809,1,678.487719907407
"3098","MQQahxHRRh0",47,58,0,"2011-04-12T00:16:06-06:00","2011-03-13T04:40:20.000Z","2011-04-11T19:15:17.000Z",35,1,279,3896,5,5,1,5,5,4,5,0.1,"bashir7799",25,151,81,54309,28,3,29.774837962963
"3099","MQQahxHRRh0",47,58,1,"2011-04-19T00:27:06-06:00","2011-03-13T04:40:20.000Z","2011-04-15T18:44:03.000Z",35,1,279,4950,8,6,1,5,5,4,6,0.1,"bashir7799",27,153,86,62809,28,3,36.7824768518519
"3100","MQQahxHRRh0",47,58,2,"2011-04-26T00:40:48-06:00","2011-03-13T04:40:20.000Z","2011-04-25T22:03:46.000Z",35,1,279,5998,8,6,1,5,5,4,6,0.1,"bashir7799",29,221,89,63222,28,3,43.7919907407407
"3104","mrHGjb9F7nw",33,38,0,"2010-12-30T20:01:42-06:00","2010-08-24T11:42:05.000Z","2010-12-24T05:50:21.000Z",14,1,151,107,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"FILMitTRAILER",263,267,47,1443809,26,2,128.388622685185
